#HIP (Name),Ra (Degrees),Dec (Degrees),Plx (milliarcsec),B (mag),V (mag),err_Plx,err_B,err_V
58,0.17376341,62.17600484,26.06,7.665,7.11,0.67,0.006,0.005
128,0.41376473,73.61187664,15.2,6.74,6.521,0.63,0.004,0.004
142,0.45374866,66.30600204,16.04,8.222,7.414,0.69,0.007,0.007
246,0.76368704,56.733184,18.29,10.937,9.887,1.56,0.043,0.027
475,1.42333268,58.31365552,21.03,8.964,8.288,1.06,0.012,0.011
518,1.56474395,58.43668966,49.3,7.002,6.266,1.05,0.017,0.019
641,1.96614972,55.57701937,21.83,8.544,7.886,0.84,0.009,0.008
691,2.12551099,52.33640337,14.43,8.186,7.808,0.96,0.006,0.007
723,2.23740813,66.45664771,31.34,9.734,8.705,2.1,0.018,0.013
746,2.29204036,59.15021814,59.89,2.72,2.318,0.56,0.003,0.003
755,2.31906353,65.07079864,17.03,8.209,7.132,0.69,0.009,0.006
889,2.73299802,48.1104051,16.45,9.079,8.461,0.95,0.011,0.01
1148,3.58886546,60.34163069,22.51,9.389,8.579,1.49,0.014,0.012
1673,5.23346296,63.66753423,13.2,9.406,8.832,0.99,0.016,0.015
1674,5.23788452,67.66729201,31.49,8.677,7.791,1.51,0.022,0.017
1892,5.97214938,60.96163429,18.64,7.016,6.614,0.69,0.004,0.004
1987,6.28540806,48.04745932,23.69,8.244,7.599,1.08,0.009,0.007
2120,6.72057388,70.14277688,61.39,12.129,10.734,1.51,0.133,0.064
2131,6.75751592,60.40253424,14.38,9.742,8.992,1.05,0.018,0.015
2352,7.50728307,75.2428594,13.12,9.169,8.474,0.85,0.015,0.013
2364,7.5443096,54.46332826,25.04,11.518,10.393,1.9,0.088,0.052
2422,7.72581643,77.01948785,25.37,7.303,6.291,0.54,0.005,0.003
2426,7.72954364,73.3704711,36.36,12.422,10.858,1.45,0.236,0.082
2453,7.80170012,69.78543643,23.95,7.975,7.437,0.66,0.007,0.006
2712,8.62236013,47.91539661,21.2,8.041,7.44,0.87,0.008,0.007
2716,8.64040952,62.90339141,19.32,8.318,7.792,1.15,0.011,0.01
2717,8.64778821,62.59047684,16.11,8.697,8.112,0.92,0.013,0.012
2760,8.80717832,51.83850877,22.87,8.092,7.443,1.0,0.008,0.007
2894,9.18049134,48.82833163,18.03,9.43,8.727,1.23,0.017,0.015
3008,9.56400804,52.33242473,43.4,12.018,10.681,1.94,0.133,0.061
3097,9.85771167,74.7499202,15.82,10.092,9.308,0.96,0.029,0.024
3179,10.12661349,56.53740928,14.27,3.768,2.377,0.57,0.002,0.002
3267,10.39382484,65.86836175,20.99,7.606,6.998,0.66,0.006,0.006
3279,10.44561425,55.68233412,14.53,9.384,8.682,1.09,0.011,0.009
3509,11.19905823,67.15832122,21.8,7.468,6.944,0.62,0.006,0.006
3512,11.2078201,56.41491061,16.65,10.408,9.444,1.29,0.021,0.015
3533,11.26559075,75.93802855,26.87,8.148,7.268,0.63,0.008,0.007
3587,11.44840072,66.49284151,23.1,8.186,7.603,0.78,0.008,0.007
3589,11.46162953,54.97801339,20.56,8.212,7.667,1.69,0.014,0.014
3641,11.65929285,69.32537127,24.65,6.88,6.445,0.59,0.003,0.004
3750,12.03698124,72.67445774,14.65,7.148,5.97,1.35,0.005,0.003
3821,12.27125262,57.8165477,167.99,4.158,3.52,0.62,0.003,0.003
3860,12.39207268,67.95272431,16.59,11.482,10.4,1.54,0.078,0.045
3876,12.44099553,70.44899713,46.47,8.921,7.843,0.7,0.011,0.008
3930,12.61379631,59.50273074,21.34,11.344,10.284,1.66,0.06,0.035
3965,12.73860936,51.50803371,15.0,6.728,6.405,0.72,0.003,0.003
4012,12.86707054,58.3010422,54.23,12.223,10.809,2.12,0.155,0.068
4016,12.87115851,56.50196415,15.96,8.889,8.171,0.94,0.01,0.009
4151,13.26783051,61.12355735,53.85,5.466,4.856,0.6,0.002,0.002
4168,13.30921292,50.86322952,12.76,9.506,8.888,1.27,0.013,0.012
4393,14.0715564,52.49123259,24.39,8.325,7.598,0.87,0.007,0.005
4422,14.16671042,59.18116582,15.84,5.843,4.732,0.58,0.002,0.002
4446,14.22912074,68.77574214,16.73,6.812,6.428,0.65,0.004,0.004
4454,14.26352093,69.04402238,41.45,10.517,9.25,1.01,0.033,0.018
4637,14.88446436,48.96641596,17.31,7.376,6.942,0.84,0.004,0.004
4856,15.62080367,71.68074123,122.77,11.736,10.133,1.23,0.094,0.034
4872,15.65812055,62.34482783,99.44,11.439,9.765,1.39,0.069,0.025
4904,15.73488776,64.83633307,14.9,8.931,8.35,0.85,0.013,0.012
4907,15.73689231,69.22742039,38.73,8.602,7.745,0.78,0.011,0.008
4989,15.9889183,48.86145056,16.66,7.699,7.23,0.89,0.007,0.007
5012,16.05892772,55.84683081,13.66,8.817,8.296,0.92,0.009,0.008
5016,16.06973676,54.20439985,16.06,7.453,6.889,0.71,0.004,0.004
5106,16.35911959,63.72169242,18.19,8.999,8.353,0.98,0.013,0.012
5186,16.59452876,62.76146736,14.39,6.784,6.549,0.66,0.004,0.004
5247,16.77560068,63.94055066,66.46,10.768,9.195,1.27,0.048,0.02
5273,16.85136635,69.87942742,21.01,11.837,10.659,1.61,0.111,0.062
5440,17.39592874,57.35008196,13.24,7.166,6.7,0.75,0.003,0.004
5531,17.70982927,67.78003781,17.41,7.21,6.617,0.67,0.004,0.004
5542,17.77471116,55.14994765,23.73,4.552,4.355,0.68,0.002,0.001
5674,18.22443868,51.60251016,12.94,7.69,7.334,1.28,0.006,0.008
5710,18.36270224,51.03448024,17.14,9.632,8.762,1.41,0.018,0.014
5784,18.54367268,58.81244629,23.31,7.81,7.229,0.86,0.006,0.005
5913,19.0186531,61.90758398,16.95,7.793,7.366,0.78,0.006,0.005
6178,19.81679495,61.69397498,12.93,8.922,8.452,1.03,0.009,0.009
6285,20.1543232,54.96255076,30.08,7.916,7.277,0.92,0.007,0.005
6290,20.1710989,57.32685005,52.71,12.211,10.496,5.18,0.144,0.042
6306,20.26345223,51.98392092,16.64,8.305,7.679,0.85,0.009,0.009
6312,20.27160602,64.65818814,13.67,6.465,6.34,0.62,0.003,0.003
6378,20.49558059,76.23888764,13.04,6.709,6.398,0.54,0.003,0.004
6379,20.49667464,76.7103681,59.46,8.237,7.272,0.59,0.009,0.006
6486,20.83863463,58.14321418,17.34,6.878,6.406,0.71,0.003,0.003
6542,21.01483603,54.35914937,17.06,8.946,8.311,2.05,0.013,0.011
6596,21.17787353,64.60000956,17.35,12.061,10.779,1.82,0.113,0.058
6686,21.45251267,60.23540347,32.81,2.869,2.694,0.62,0.002,0.001
6692,21.48293404,68.12994739,16.89,6.079,4.842,0.56,0.003,0.002
6914,22.25693873,74.20533813,17.25,8.05,7.316,0.63,0.007,0.006
7037,22.68508687,50.66602835,21.03,9.608,8.775,1.2,0.017,0.013
7078,22.80632718,70.2647886,34.19,6.388,5.878,0.57,0.003,0.003
7221,23.25814289,53.03372375,19.58,9.298,8.488,1.01,0.015,0.012
7294,23.48302496,59.23209665,15.96,5.957,4.796,0.68,0.003,0.002
7333,23.60301743,65.96378751,24.48,11.902,10.946,1.95,0.105,0.073
7339,23.64116285,68.94785738,47.65,7.366,6.599,0.6,0.007,0.005
7441,23.960429,56.69968295,19.39,10.574,9.474,1.33,0.035,0.022
7589,24.43484502,48.41273309,15.53,7.342,6.848,0.97,0.006,0.008
7607,24.49792651,48.62848641,18.76,5.257,3.732,0.74,0.003,0.002
7613,24.51976512,69.44377672,12.9,9.15,8.488,0.79,0.014,0.012
7744,24.92607729,65.16003065,22.58,9.495,8.611,1.05,0.015,0.012
7748,24.9392385,73.70925656,36.72,11.353,9.998,1.09,0.059,0.03
7855,25.25265766,49.10395458,13.73,8.151,7.467,1.02,0.01,0.009
7902,25.40291709,66.9105885,27.28,8.552,7.767,0.96,0.009,0.008
7949,25.52543359,69.08601991,21.08,8.213,7.593,0.68,0.009,0.007
8070,25.92186046,63.82481469,74.45,9.99,8.556,1.11,0.022,0.012
8109,26.05886914,54.88648394,22.38,7.987,7.339,0.87,0.007,0.006
8115,26.07464115,57.53666151,12.63,6.371,6.227,0.77,0.003,0.005
8288,26.69694909,59.15624217,14.29,8.071,7.428,0.97,0.008,0.007
8362,26.9336011,63.85310111,100.24,6.623,5.708,0.68,0.003,0.002
8506,27.42452242,67.65944978,13.56,8.787,8.212,0.99,0.01,0.01
8525,27.48463519,76.99221841,25.18,9.161,8.17,1.55,0.012,0.009
8582,27.68812703,55.91905163,20.29,9.941,9.039,1.25,0.024,0.018
8598,27.73786884,51.93369809,22.42,6.474,6.005,0.67,0.003,0.003
8717,28.04224513,66.44910515,16.3,9.807,9.104,1.37,0.023,0.02
8825,28.36592629,73.96371147,23.06,11.594,10.46,1.35,0.074,0.044
8847,28.45193321,55.59767097,13.61,6.672,6.463,0.66,0.004,0.004
8865,28.5085266,59.54916966,26.57,11.111,9.804,1.77,0.057,0.03
8867,28.52575237,66.17653388,45.16,9.839,8.59,1.09,0.019,0.011
9222,29.63958177,49.204252,13.25,6.989,5.817,0.71,0.004,0.003
9312,29.90828959,64.62163894,12.69,5.284,5.283,0.63,0.002,0.002
9327,29.94317112,49.47799469,15.97,7.714,7.28,0.81,0.006,0.005
9480,30.48979079,70.90704605,27.91,4.711,4.533,0.56,0.002,0.002
9583,30.78923278,48.6205024,21.24,8.487,7.787,1.9,0.011,0.008
9598,30.85912643,72.42123962,20.12,3.977,3.95,0.56,0.002,0.002
9659,31.06948079,60.24447153,22.16,8.004,7.409,0.93,0.01,0.007
9726,31.27884572,60.34576222,15.0,8.216,7.576,0.95,0.009,0.007
9805,31.54335612,46.85999594,14.0,8.11,7.489,0.94,0.01,0.01
10031,32.2820623,71.55258863,36.57,7.229,6.639,0.65,0.005,0.005
10245,32.94435823,45.92426666,18.81,10.83,9.685,1.4,0.055,0.032
10322,33.23239165,57.20502258,24.38,7.801,7.064,0.82,0.007,0.007
10335,33.29601134,46.2808542,29.71,11.761,10.532,1.9,0.129,0.072
10403,33.51053606,47.48438729,24.07,6.557,6.115,0.96,0.013,0.013
10466,33.72961842,66.32102076,17.75,7.702,7.236,0.73,0.005,0.005
10531,33.92400175,67.67305655,42.46,8.359,7.292,2.51,0.009,0.006
10629,34.20702084,64.95338087,25.82,9.133,8.384,1.07,0.01,0.009
10677,34.34582606,61.35179594,19.09,9.062,8.368,2.07,0.017,0.015
10681,34.35718753,65.26213086,22.55,8.293,7.676,0.88,0.008,0.007
10715,34.49604908,72.34406068,14.76,9.445,8.754,0.96,0.017,0.014
10743,34.56053765,65.59445278,14.95,8.158,7.575,0.85,0.006,0.005
10819,34.82019851,47.37998782,12.77,5.319,5.314,0.7,0.003,0.004
10830,34.84485604,48.95528736,15.5,6.917,6.466,0.78,0.005,0.004
10890,35.03728727,50.95819139,17.34,7.22,6.695,0.77,0.005,0.004
10960,35.30254204,53.56094337,34.89,12.312,10.545,1.66,0.248,0.072
10961,35.30383614,54.5100875,15.0,7.364,6.916,0.84,0.008,0.007
11048,35.56023207,47.87992925,83.93,11.226,9.587,1.3,0.06,0.023
11111,35.74880964,71.17732665,26.92,10.082,9.043,1.07,0.022,0.015
11138,35.83388249,52.08313425,13.37,6.893,6.661,0.69,0.005,0.005
11161,35.90489611,52.68185385,13.4,8.423,7.979,0.93,0.011,0.011
11399,36.71554879,74.01149963,16.03,11.757,10.507,1.67,0.095,0.054
11465,36.96562114,50.57019433,18.84,6.66,6.213,0.74,0.003,0.003
11505,37.08541823,62.2188978,17.83,8.582,7.837,0.91,0.011,0.009
11569,37.26661741,67.40238385,23.04,4.664,4.496,0.8,0.003,0.003
11645,37.55850101,48.50157467,13.18,8.714,8.065,1.06,0.011,0.009
11696,37.71071769,55.54863705,18.81,7.513,7.0,0.88,0.007,0.006
11796,38.04950363,55.45820313,18.69,7.172,6.789,0.79,0.005,0.005
11923,38.4722453,49.5062372,21.0,8.519,7.84,1.06,0.009,0.008
12040,38.79874012,51.18893667,18.27,10.293,9.423,1.29,0.027,0.019
12062,38.88553566,59.79252581,16.26,9.795,9.042,1.89,0.02,0.017
12067,38.89766253,61.1064088,20.28,9.268,8.484,1.04,0.014,0.012
12081,38.92869504,63.63489123,13.69,8.324,7.773,0.87,0.007,0.007
12132,39.07034525,67.51283378,15.09,7.712,7.287,0.75,0.006,0.006
12262,39.47076838,65.31883054,12.88,8.17,7.567,0.78,0.006,0.006
12273,39.50870051,72.81821481,12.73,6.303,5.274,0.54,0.003,0.002
12572,40.42008454,58.97744549,12.96,7.655,7.145,0.76,0.007,0.007
12579,40.44040947,47.35105991,14.51,9.74,9.208,1.28,0.018,0.017
12656,40.64909601,61.59368884,18.18,7.471,7.058,0.86,0.006,0.005
12680,40.73681882,48.96386067,28.62,11.0,9.919,1.79,0.075,0.045
12685,40.74452403,58.19779503,22.11,9.008,8.359,1.08,0.014,0.012
12777,41.04869991,49.22866639,89.03,4.702,4.161,0.79,0.002,0.002
12804,41.13769061,46.84171508,17.37,7.408,6.945,0.83,0.006,0.005
12818,41.19551919,45.59947098,12.58,8.664,8.187,1.03,0.009,0.009
13133,42.23127335,69.63419857,15.99,6.448,6.282,0.62,0.005,0.005
13142,42.25836158,58.02905934,15.77,8.755,8.122,1.19,0.01,0.009
13169,42.3338209,53.02355123,35.21,9.371,8.393,1.08,0.016,0.012
13179,42.39663836,75.0240315,25.98,11.273,9.902,2.0,0.062,0.03
13192,42.43465843,71.75331104,12.78,8.931,8.234,0.9,0.011,0.01
13394,43.09408668,63.4100658,32.96,7.44,6.838,0.67,0.005,0.004
13431,43.24002345,60.47135291,14.23,7.554,7.246,0.87,0.006,0.008
13447,43.29355394,61.09691555,13.36,9.268,8.486,1.15,0.016,0.013
13460,43.32647055,60.85347536,27.61,10.576,9.312,1.28,0.041,0.023
13528,43.55814132,42.58898511,19.45,7.507,6.934,1.04,0.01,0.006
13531,43.564427,52.76248991,13.15,4.864,4.02,0.85,0.003,0.002
13588,43.76377357,61.91048512,20.07,9.625,8.814,1.15,0.017,0.014
13665,43.98642959,61.52106281,37.78,6.088,5.639,0.69,0.003,0.003
13677,44.04717747,72.88621666,16.23,8.282,7.625,1.34,0.009,0.009
13771,44.3063997,58.36123644,19.62,9.615,8.885,1.24,0.019,0.016
14181,45.71755954,47.11069746,21.65,7.435,6.793,0.82,0.006,0.006
14182,45.71925435,52.24988187,24.6,10.522,9.303,1.72,0.062,0.035
14286,46.03645457,61.70751562,43.74,7.44,6.711,0.84,0.005,0.004
14300,46.10465975,50.03202064,28.04,8.839,8.066,1.04,0.014,0.012
14328,46.19912598,53.50645031,12.72,3.807,3.018,0.71,0.002,0.002
14356,46.30160149,65.55175112,15.17,8.72,8.123,0.95,0.009,0.008
14382,46.38510717,56.7055481,15.95,6.083,4.882,0.76,0.004,0.003
14392,46.41728851,56.06902466,13.24,7.452,6.224,0.81,0.006,0.004
14401,46.44213538,45.0900884,18.42,10.768,9.77,1.42,0.05,0.033
14420,46.54545586,51.10212607,14.64,10.689,9.776,1.79,0.052,0.036
14544,46.94725062,47.30870585,13.26,6.541,6.392,0.7,0.005,0.006
14576,47.04220716,40.9556512,35.14,2.1,2.105,0.9,0.003,0.004
14592,47.10679318,57.01318092,31.6,7.404,6.714,0.83,0.006,0.004
14632,47.26201363,49.61350009,94.93,4.785,4.117,0.67,0.004,0.003
14668,47.37345463,44.85788896,29.05,5.05,3.901,0.66,0.003,0.002
14669,47.37980007,45.73367767,64.83,11.766,10.258,4.26,0.124,0.052
14777,47.68754535,65.04450971,13.81,9.325,8.738,1.13,0.012,0.011
14780,47.70928497,63.78785795,12.55,7.946,7.415,1.39,0.009,0.009
14791,47.75335146,64.89630197,12.75,6.693,6.515,0.66,0.003,0.003
14796,47.76871324,55.73330666,15.4,9.346,8.696,1.19,0.019,0.017
14862,47.98432711,74.39386878,20.15,4.902,4.845,0.54,0.002,0.002
14922,48.12615771,43.86062966,24.19,8.262,7.629,1.03,0.013,0.01
14944,48.16292866,71.55575001,20.55,8.453,7.784,1.59,0.015,0.014
14985,48.28724386,50.44773811,29.36,11.237,9.99,1.59,0.073,0.039
15009,48.36449441,74.29639585,12.83,7.978,7.366,0.72,0.008,0.007
15028,48.41409053,42.90779321,13.37,8.811,7.822,1.02,0.013,0.01
15087,48.6425923,52.34925423,36.41,12.007,10.339,1.92,0.155,0.054
15118,48.73560789,42.50361942,14.49,7.474,6.19,0.76,0.006,0.004
15215,49.03226981,51.56697589,17.9,8.832,8.227,1.14,0.014,0.013
15591,50.20298395,43.97907506,15.08,9.748,8.918,1.2,0.027,0.021
15604,50.23283963,66.91130637,21.18,11.066,9.898,1.48,0.039,0.023
15648,50.36086309,43.32965174,21.0,5.037,4.954,0.66,0.002,0.003
15669,50.46821583,49.07105892,21.86,6.475,5.991,0.69,0.004,0.004
15672,50.47521723,53.48781591,22.71,9.714,8.924,1.28,0.022,0.018
15673,50.47938525,52.33216557,44.03,10.377,9.159,1.24,0.036,0.022
15675,50.48598438,52.62206277,12.92,8.57,7.762,0.89,0.011,0.009
15797,50.88912681,43.95809928,39.1,10.242,9.098,1.24,0.031,0.02
15843,51.01706296,74.17135844,19.01,7.45,6.971,0.66,0.005,0.004
15934,51.30382641,42.12350302,13.56,10.406,9.507,1.22,0.033,0.024
15979,51.44938056,53.92162363,12.84,6.869,6.555,0.8,0.006,0.005
15998,51.51697801,45.45836276,16.76,11.261,10.409,1.79,0.083,0.06
16213,52.2255287,69.28273534,14.52,7.949,7.41,0.72,0.006,0.005
16292,52.50095974,55.45183695,17.07,5.152,5.103,0.69,0.004,0.003
16327,52.61748814,54.29408984,15.13,9.696,8.942,1.27,0.022,0.018
16343,52.65868013,40.31944909,22.19,10.839,9.732,1.74,0.05,0.031
16357,52.687595,42.20248367,13.03,7.354,6.943,0.84,0.006,0.007
16404,52.8151703,66.73287495,17.58,10.698,9.972,1.53,0.029,0.024
16467,53.02023522,43.67016156,18.58,9.461,8.67,1.09,0.017,0.014
16499,53.10960058,46.05704336,27.46,5.777,5.349,0.7,0.003,0.003
16563,53.30597056,46.25780038,29.61,9.148,8.363,1.4,0.021,0.017
16581,53.36098964,59.4175091,31.12,9.174,8.163,1.11,0.018,0.013
16591,53.39592658,39.89959026,18.29,5.963,5.81,0.81,0.004,0.004
16599,53.41292455,54.97486087,14.71,6.118,5.992,0.78,0.003,0.004
16602,53.42180546,57.8686358,13.91,6.99,6.438,0.88,0.007,0.005
16646,53.55144734,73.57548098,20.82,11.628,10.436,1.48,0.071,0.039
16692,53.6871059,38.80574066,13.86,8.414,7.965,1.04,0.012,0.01
16712,53.75431434,60.04137677,17.86,7.047,6.633,1.2,0.021,0.018
16719,53.77585389,38.58574065,16.58,7.408,7.053,0.96,0.006,0.007
16818,54.10813149,67.95214918,16.83,8.83,8.25,0.9,0.008,0.007
16887,54.32791215,73.08393306,17.19,10.275,9.325,1.24,0.023,0.017
17015,54.72627928,42.39372844,20.24,10.006,9.066,1.26,0.026,0.02
17022,54.73891587,42.53859836,23.61,7.445,6.809,1.86,0.005,0.005
17083,54.9049523,59.37010424,16.72,8.821,8.274,1.18,0.015,0.014
17118,54.99435196,63.87076052,22.93,7.426,6.912,0.73,0.006,0.006
17126,55.02169771,63.87494842,23.92,9.299,8.414,1.18,0.025,0.02
17217,55.31653531,45.89582949,20.37,8.733,8.008,2.27,0.012,0.01
17341,55.67295483,51.17360532,14.18,8.636,8.01,1.07,0.012,0.011
17409,55.94752907,42.60398732,23.46,8.192,7.547,0.89,0.012,0.01
17412,55.96772235,37.97825851,15.39,8.833,8.293,1.05,0.012,0.011
17491,56.20246696,46.03608464,37.58,8.819,7.809,1.09,0.014,0.01
17540,56.33775642,60.35094996,12.87,8.703,8.078,1.09,0.009,0.008
17568,56.43579302,58.85608201,18.32,8.281,7.816,0.95,0.014,0.012
17570,56.44429081,57.87040586,14.01,8.976,8.482,0.98,0.015,0.014
17585,56.50339866,67.20188088,18.06,6.194,5.828,0.62,0.003,0.002
17655,56.72025355,41.85927934,15.32,9.02,8.367,1.06,0.013,0.012
17656,56.72550035,60.46539308,16.18,11.02,10.099,1.8,0.048,0.033
17675,56.79409281,51.70657022,18.05,7.294,6.952,0.85,0.007,0.008
17706,56.88143404,53.94927224,17.65,11.558,10.338,2.13,0.09,0.049
17736,56.97630559,52.46818659,21.7,11.092,9.983,1.85,0.065,0.039
17747,57.00138686,40.53058407,19.24,7.991,7.305,0.85,0.008,0.008
17749,57.00347701,68.67228707,57.53,10.907,9.425,2.68,0.027,0.013
17750,57.00558859,68.67688918,57.53,11.796,10.427,2.68,0.074,0.035
17790,57.1246731,57.76762299,20.32,9.285,8.565,1.04,0.016,0.014
17800,57.15637762,51.8233682,16.24,8.494,7.763,1.05,0.017,0.011
17827,57.22573175,50.840463,14.04,7.857,7.418,0.86,0.009,0.01
17844,57.27614577,44.21760837,12.9,9.711,9.186,1.21,0.024,0.022
17846,57.283845,43.96302293,14.43,6.276,5.983,0.96,0.007,0.006
17887,57.39537969,58.76828,16.13,9.691,9.024,1.23,0.024,0.021
17891,57.40258833,63.29710438,14.11,6.055,5.85,0.64,0.003,0.002
17930,57.51423104,37.87399936,12.8,6.947,6.633,0.95,0.005,0.004
18002,57.73148227,55.34860936,13.2,8.84,8.311,1.14,0.012,0.012
18090,58.00114328,39.7958185,29.52,10.883,9.628,1.28,0.047,0.026
18217,58.42996876,57.97536931,19.14,6.022,5.806,0.69,0.003,0.004
18218,58.43200541,53.27320209,15.76,8.991,8.279,1.95,0.015,0.013
18309,58.71286751,52.42022712,15.36,8.704,7.934,1.07,0.014,0.012
18324,58.76380482,61.16740375,46.95,8.914,7.92,0.95,0.013,0.01
18351,58.84616381,53.55752454,12.77,9.124,8.557,1.15,0.015,0.014
18358,58.87683214,38.31409833,12.8,9.476,8.885,1.14,0.018,0.016
18366,58.90497355,52.22655593,25.04,7.431,6.878,0.86,0.007,0.009
18413,59.04937079,59.64150046,46.74,7.383,6.617,0.96,0.005,0.004
18438,59.12639054,71.82163081,16.64,6.689,6.345,0.63,0.003,0.003
18453,59.15181574,50.69569169,24.51,5.779,5.328,0.85,0.004,0.004
18464,59.18749276,36.002628,15.24,8.923,8.356,1.06,0.014,0.013
18518,59.39617448,36.49153702,17.88,7.47,7.024,0.84,0.005,0.006
18547,59.51302909,34.81404912,16.32,6.803,6.559,0.83,0.005,0.005
18608,59.72951601,65.10249332,16.25,10.477,9.555,1.51,0.031,0.023
18613,59.74070786,49.21371089,17.69,12.192,10.949,2.05,0.228,0.114
18758,60.27492648,43.46104314,28.69,9.292,8.359,1.17,0.015,0.011
18770,60.31929583,40.09478037,15.3,7.669,7.25,0.86,0.006,0.008
18986,61.02910699,39.50995671,27.42,8.039,7.27,1.46,0.011,0.011
18987,61.02911809,37.61101821,13.95,9.171,8.663,1.11,0.014,0.014
18994,61.04143879,42.52756645,14.21,8.778,8.245,1.24,0.014,0.013
19012,61.09784279,38.79668743,14.44,7.788,7.513,1.41,0.008,0.01
19030,61.1540578,55.06656306,14.71,7.115,6.62,0.85,0.007,0.006
19107,61.43145436,47.22479927,12.66,8.995,8.48,1.16,0.013,0.012
19134,61.51526856,47.29031433,14.47,9.03,8.467,1.17,0.014,0.013
19143,61.54702839,32.95288368,27.68,11.334,10.053,1.77,0.082,0.04
19224,61.80014572,56.73813461,13.36,8.35,7.258,0.83,0.011,0.007
19255,61.89260309,38.07508767,48.59,8.261,7.293,1.17,0.01,0.007
19301,62.06043794,44.66316182,33.43,8.616,7.794,1.01,0.01,0.008
19302,62.06442382,37.72797171,22.66,7.277,6.177,0.7,0.005,0.003
19335,62.15206221,38.04022796,46.87,6.149,5.579,0.77,0.003,0.003
19389,62.29286732,40.16155116,14.95,8.052,7.517,1.35,0.008,0.007
19400,62.34233945,54.82908817,21.09,6.766,6.305,0.8,0.004,0.004
19408,62.35189664,58.5601486,15.19,7.478,7.114,0.8,0.005,0.006
19416,62.37055436,33.76707032,29.01,9.759,8.727,1.35,0.033,0.022
19422,62.39549302,69.54211787,54.17,8.924,7.802,0.79,0.009,0.006
19428,62.41171272,31.65195602,25.08,7.54,6.951,0.97,0.008,0.005
19458,62.5076933,68.37370575,13.2,7.623,7.275,0.74,0.005,0.004
19480,62.58861145,39.2257871,17.67,7.506,7.069,0.82,0.006,0.005
19553,62.82039204,46.92056752,14.29,8.782,8.204,1.06,0.011,0.01
19581,62.94379709,49.74604074,16.73,10.068,9.317,1.5,0.03,0.025
19631,63.09525944,37.71184965,12.75,8.895,8.247,1.07,0.017,0.015
19655,63.17642696,70.20148712,38.64,11.332,9.902,1.36,0.049,0.022
19861,63.8841701,58.52280199,35.81,10.015,8.834,1.28,0.025,0.015
19865,63.90399577,66.44573023,14.5,10.335,9.483,1.54,0.025,0.019
19930,64.13613292,36.50237672,39.08,9.433,8.362,1.16,0.02,0.014
19959,64.19339137,66.91068077,27.86,12.089,10.505,1.84,0.116,0.044
20094,64.62354738,35.99252383,22.53,9.167,8.398,1.22,0.016,0.014
20156,64.80492598,50.04883763,12.59,5.743,5.492,0.84,0.003,0.004
20176,64.8760102,37.99840602,13.35,7.594,7.229,0.89,0.007,0.007
20227,65.02610834,31.14108605,16.93,9.852,8.942,1.81,0.025,0.019
20252,65.10273351,34.56674228,14.42,6.133,5.032,0.83,0.004,0.003
20332,65.33974706,53.70090342,12.73,8.276,7.903,1.1,0.01,0.011
20334,65.34561394,62.2459947,12.52,9.61,8.354,0.98,0.015,0.01
20359,65.39964854,48.33696228,32.58,11.135,9.748,1.95,0.066,0.031
20395,65.50108584,39.93424726,19.51,7.771,7.106,0.88,0.007,0.006
20415,65.58597214,30.42399316,15.44,9.945,9.187,1.28,0.029,0.023
20434,65.65595393,51.9418149,16.38,8.696,7.799,1.02,0.012,0.009
20541,66.02249672,53.49539967,13.84,7.481,7.085,0.99,0.007,0.006
20586,66.13662461,50.84533116,20.69,7.421,6.954,1.02,0.007,0.007
20591,66.15593384,33.95988843,24.0,6.235,5.785,0.91,0.005,0.005
20637,66.34518549,63.62630546,15.11,11.154,10.025,1.66,0.059,0.036
20669,66.41773,63.67485336,15.21,9.297,8.391,0.95,0.016,0.013
20690,66.47894271,57.4952714,22.24,9.378,8.646,1.14,0.014,0.012
20704,66.52607257,31.43920664,13.42,6.539,5.392,0.81,0.004,0.003
20722,66.60882502,52.50499074,21.66,8.847,8.132,1.15,0.013,0.011
20724,66.6094011,70.09494325,17.13,10.782,9.815,1.47,0.031,0.022
20753,66.70560562,42.90991731,13.54,8.43,7.733,0.95,0.011,0.01
20800,66.85264573,46.85388868,33.52,7.578,6.795,0.86,0.006,0.005
20904,67.21656906,30.36154112,18.42,7.013,6.429,1.61,0.006,0.005
20949,67.37796582,26.67166648,17.08,10.108,9.268,1.18,0.03,0.025
20964,67.42943674,27.27715766,13.88,9.338,8.791,1.14,0.018,0.017
21010,67.58318492,28.1317722,25.18,7.398,6.601,0.95,0.006,0.006
21017,67.60315907,39.87398597,12.52,9.289,8.083,1.27,0.015,0.01
21069,67.74566439,35.5995301,19.02,9.294,8.651,1.13,0.015,0.013
21105,67.84642152,31.27828078,13.03,10.041,9.163,1.48,0.03,0.023
21167,68.07179385,37.04326501,23.09,7.351,6.851,0.94,0.005,0.005
21197,68.17041354,34.13594913,25.01,12.175,11.022,2.05,0.171,0.101
21231,68.31667011,55.46237981,13.27,8.329,7.793,0.94,0.009,0.01
21238,68.33995511,43.03206695,13.7,7.054,6.831,1.04,0.007,0.007
21242,68.35374601,43.06388024,15.48,6.557,6.128,0.9,0.006,0.005
21276,68.47655589,64.6330943,36.32,8.729,7.848,1.07,0.011,0.009
21301,68.56898856,45.91361571,15.86,7.984,7.489,0.94,0.013,0.015
